rijksnr;Monumentnaam;X_COORD RD;Y_COORD RD;X_WGS84;Y_WGS84;Historisch adres;historisch straatnaam;historisch huisnummer;historische toevoegingen;historische plaatsnaam;historische gemeentenaam;postcode;provincie;gemeente;plaatsnaam;nieuw adres;straat;huisnummer;toevoeging
26508;;137039;462590;5,124769927919;52,151195672676;17-19;;17-19;;;;3615 BA;Utrecht;De Bilt;Westbroek;Kerkdijk 19;Kerkdijk;19;
32484;Huis te Woude;100940;432206;4,602146057398;51,875769322064;Ringdijk C 362;Ringdijk;C 362;;Ridderkerk;Ridderkerk;2983 GA;Zuid-Holland;Ridderkerk;Ridderkerk;Benedenrijweg 67;Benedenrijweg;67;
26275;;262507;482858;6,964184291126;52,323136389540;Oldenzaalseweg 108;Oldenzaalseweg;108;;Fleringen;Tubbergen;7587 ND;Overijssel;Losser;De Lutte;Bentheimerstraat 15A;Bentheimerstraat;15;A
22686;;137960;449296;5,138890854418;52,031738983251;Wulfsedijk 10;Wulfsedijk;10;;;;3992 LV;Utrecht;Houten;Houten;Koedijk 1;Koedijk;1;
398785;;137540;445974;5,132939916065;52,001867607353;;;;;'t Waal en Honswijk;;3999 NR;Utrecht;Houten;Tull en 't Waal;Waalseweg 71;Waalseweg;71;
26496;;141492;463417;5,189800770641;52,158755377874;Dorpsweg 214;Dorpsweg;214;;;;3738 CM;Utrecht;De Bilt;Maartensdijk;Dorpsweg 216;Dorpsweg;216;
22655;;141873;448710;5,195934436393;52,026578352495;Binnenweg 7;Binnenweg;7;;;;3994 AJ;Utrecht;Houten;Houten;Rietdijk 5;Rietdijk;5;
22679;;138719;450120;5,149911935335;52,039167919760;Utrechtsestraat 12;Utrechtsestraat;12;;Houten;Houten;3992 AK;Utrecht;Houten;Houten;Peppelkade 22;Peppelkade;22;
511666;;143779;443755;5,223868130736;51,982084059146;66a;;66a;;;;3998 JK;Utrecht;Houten;Schalkwijk;Provincialeweg 66;Provincialeweg;66;
10496;;202527;526467;6,090681919437;52,723497148240;61-63;;61-63;;;;8355 BS;Overijssel;Steenwijkerland;Giethoorn;Binnenpad 61;Binnenpad;61;
10487;;193854;526800;5,962353679015;52,727179217318;18;;18;;;;8356 DR;Overijssel;Steenwijkerland;Blokzijl;Rietvink 6;Rietvink;6;
10487;;193854;526800;5,962353679015;52,727179217318;6;;6;;;;8356 DR;Overijssel;Steenwijkerland;Blokzijl;Rietvink 6;Rietvink;6;
34602;;204063;533514;6,114465440174;52,786686184866;Woldstraat;Woldstraat;;;;;8331 JD;Overijssel;Steenwijkerland;Steenwijk;Woldpromenade 21;Woldpromenade;21;
39903;;194482;537375;5,972918699640;52,822164452187;Wijk 1 84;Wijk 1;84;;;;8375 AS;Overijssel;Steenwijkerland;Oldemarkt;Hoofdstraat 96;Hoofdstraat;96;
29444;;32272;391551;3,619614295636;51,499589016277;Rouaanse Kade;Rouaanse Kade;;;;;4331 HB;Zeeland;Middelburg;Middelburg;Rouaansekaai 37;Rouaansekaai;37;
29443;;32274;391543;3,619645881102;51,499517570752;Rouaanse Kade;Rouaanse Kade;;;;;4331 HB;Zeeland;Middelburg;Middelburg;Rouaansekaai 35;Rouaansekaai;35
10466;;193762;526788;5,960990476545;52,727077953149;Kerkstraat 237;Kerkstraat;237;;Blokzijl;Steenwijk;8356 DP;Overijssel;Steenwijkerland;Blokzijl;Kerkstraat 16;Kerkstraat;16
34604;;204001;533533;6,113549319001;52,786862527175;Woldstraat;Woldstraat;;;;;8331 JE;Overijssel;Steenwijkerland;Steenwijk;Woldpromenade 41;Woldpromenade;41
34942;;99607;416799;4,585256598834;51,737165454960;12;;12;;;;3291 LX;Zuid-Holland;Strijen;Strijen;Zuid-Kavelsedijk 3;Zuid-Kavelsedijk;3
34010;;173402;560603;5,661514167583;53,032023732369;Grootzand 7;Grootzand;7;;Sneek;Sneek;8601 AW;Friesland;Sádwest-Fryslïn;Sneek;Grootzand 4;Grootzand;4
29476;;32572;390945;3,624144159015;51,494209292709;Segeerweg 70;Segeerweg;70;;;;4337 LA;Zeeland;Middelburg;Middelburg;Dauwendaelsestraat 1;Dauwendaelsestraat;1
10591;;128795;464940;5,004135322082;52,171987561340;36;;36;;;;3621 AH;Utrecht;Stichtse Vecht;Breukelen;Brugstraat 8;Brugstraat;8
34060;;173582;560884;5,664213384039;53,034542606569;Tweede Oosterkade 42-43-44;Tweede Oosterkade;42-43-44;;Sneek;Sneek;8603 CK;Friesland;Sádwest-Fryslïn;Sneek;2e Oosterkade 44;2e Oosterkade;44
23696;;124871;462331;4,947006579443;52,148338552133;Nieuwstraat 78;Nieuwstraat;78;;;;3628 AC;Utrecht;Stichtse Vecht;Kockengen;Nieuwstraat 20;Nieuwstraat;20
34069;;173434;560403;5,661979802481;53,030225440291;Harinxmakade 14;Harinxmakade;14;;Sneek;Sneek;8601 AL;Friesland;Sádwest-Fryslïn;Sneek;Singel 64;Singel;64
10538;Marxveld;193054;521630;5,949916083072;52,680775494092;217;;217;;;;8325 BC;Overijssel;Steenwijkerland;Vollenhove;Bisschopstraat 22;Bisschopstraat;22
29665;;31710;391129;3,611671817788;51,495674514193;Vlissingsestraat 47;Vlissingsestraat;47;;Middelburg;;4331 KS;Zeeland;Middelburg;Middelburg;Stadsschuur 18;Stadsschuur;18
29662;;31711;391141;3,611682003708;51,495782554913;Vlissingsestraat 21-23;Vlissingsestraat;21-23;;Middelburg;;4331 KS;Zeeland;Middelburg;Middelburg;Stadsschuur 20;Stadsschuur;20
29663;;31706;391137;3,611611433191;51,495745519669;Vlissingsestraat 25;Vlissingsestraat;25;;Middelburg;;4331 KS;Zeeland;Middelburg;Middelburg;Stadsschuur 16;Stadsschuur;16
29664;;31708;391131;3,611642326987;51,495692046636;Vlissingsestraat 27 - 29;Vlissingsestraat;27 - 29;;Middelburg;;4331 KS;Zeeland;Middelburg;Middelburg;Stadsschuur 22;Stadsschuur;22
29657;De Dry Clavers;31699;391172;3,611498393583;51,496058467297;Vlissingschestraat I 177;Vlissingschestraat;I 177;;;;4331 KT;Zeeland;Middelburg;Middelburg;Vlissingsestraat 7;Vlissingsestraat;7
520761;;193232;521427;5,952524596448;52,678938734670;28;;28;;;;8325 AV;Overijssel;Steenwijkerland;Vollenhove;Laan van Toutenburgh 1;Laan van Toutenburgh;1;
10564;;193107;521714;5,950709450163;52,681526656100;121;;121;;;;8325 BK;Overijssel;Steenwijkerland;Vollenhove;Kerkstraat 36;Kerkstraat;36;
10556;;192942;521695;5,948267458725;52,681367446885;264;;264;;;;8325 BN;Overijssel;Steenwijkerland;Vollenhove;Kerkplein 12;Kerkplein;12;
39904;;194411;537324;5,971859346802;52,821711325461;Kruisstraat 26;Kruisstraat;26;;;;8375 AZ;Overijssel;Steenwijkerland;Oldemarkt;Marktplein 7;Marktplein;7;
10625;;127774;464718;4,989228338173;52,169942907989;;;;;Stationstraat;;3621 LK;Utrecht;Stichtse Vecht;Breukelen;Stationsweg 93;Stationsweg;93;
39066;;242551;439603;6,660402584585;51,937981825932;Miste 59;Miste;59;;;;7109 BM;Gelderland;Winterswijk;Miste;Huttenweg 12;Huttenweg;12;
39065;;250554;445852;6,778494173630;51,992817580957;Huppel 93;Huppel;93;;;;7105 CB;Gelderland;Winterswijk;Huppel;Kremerweg 1;Kremerweg;1;
10583;;203803;523719;6,109161018293;52,698689700488;159;;159;;;;7946 LK;Overijssel;Steenwijkerland;Wanneperveen;Veneweg 141;Veneweg;141;
39063;;247811;441430;6,737369495801;51,953546279944;Brinkheurne 72;Brinkheurne;72;;;;7115 AG;Gelderland;Winterswijk;Brinkheurne;De Slingeweg 28;De Slingeweg;28;
39070;;249513;439848;6,761687214215;51,939043340313;Kotten 130;Kotten;130;;;;7107 AN;Gelderland;Winterswijk;Kotten;Meester Meinenweg 22;Meester Meinenweg;22;
39070;;249513;439848;6,761687214215;51,939043340313;Veenseweg 130;Veenseweg;130;;;;7107 AN;Gelderland;Winterswijk;Kotten;Meester Meinenweg 22;Meester Meinenweg;22;
39079;;246525;436506;6,717355059620;51,909511215921;Woold 139;Woold;139;;;;7108 AZ;Gelderland;Winterswijk;Woold;Roerdinkweg 1;Roerdinkweg;1;
39067;;250232;439225;6,771967927313;51,933322285881;Kotten 88;Kotten;88;;;;7107 AP;Gelderland;Winterswijk;Kotten;Burloseweg 44;Burloseweg;44;
2056;;122716;487010;4,913165568292;52,370019638884;Hoogte Kadijk 24;Hoogte Kadijk;24;;;Amsterdam;1018 BM;Noord-Holland;Amsterdam;Amsterdam;Hoogte Kadijk 24A;Hoogte Kadijk;24;A
37143;;137329;515896;5,126202664857;52,630289578004;153;;153;;;;1697 KJ;Noord-Holland;Drechterland;Schellinkhout;Dorpsweg 160;Dorpsweg;160;
37152;;139419;515973;5,157068323793;52,631045309656;Zuideinde B 152;Zuideinde;B 152;;Wijdenes;;1608 EX;Noord-Holland;Drechterland;Wijdenes;Zuideruitweg 40;Zuideruitweg;40;
37152;;139419;515973;5,157068323793;52,631045309656;Dorpstraat B 152;Dorpstraat;B 152;;Wijdenes;;1608 EX;Noord-Holland;Drechterland;Wijdenes;Zuideruitweg 40;Zuideruitweg;40;
37152;;139419;515973;5,157068323793;52,631045309656;Zuideruitweg B 152;Zuideruitweg;B 152;;;;1608 EX;Noord-Holland;Drechterland;Wijdenes;Zuideruitweg 40;Zuideruitweg;40;
11532;;143935;440878;5,226231582707;51,956228250744;A287;;A287;;;;4101 CH;Gelderland;Culemborg;Culemborg;Binnenpoort 6;Binnenpoort;6;
36194;;136828;455787;5,122049922383;52,090044086142;Munsterkerkhof;Munsterkerkhof;;;;;3512 NM;Utrecht;Utrecht;Utrecht;Korte Nieuwstraat 2;Korte Nieuwstraat;2;
30721;;133282;528858;5,065577550983;52,746630324007;K 171;K;171;;;;1676 GL;Noord-Holland;Medemblik;Twisk;Dorpsweg 171;Dorpsweg;171;
30717;;133026;528584;5,061804692875;52,744157681947;Dorpsstraat K 138;Dorpsstraat K;138;;Twisk;Noorder-Koggenland;1676 GJ;Noord-Holland;Medemblik;Twisk;Dorpsweg 138;Dorpsweg;138;
30717;;133026;528584;5,061804692875;52,744157681947;Dorpsstraat 138;Dorpsstraat;138;;Twisk;Noorder-Koggenland;1676 GJ;Noord-Holland;Medemblik;Twisk;Dorpsweg 138;Dorpsweg;138;
520865;;132921;443221;5,065853434719;51,976959043565;Helsdingen B 20;Helsdingen;B 20;;;;4133 NC;Utrecht;Vianen;Helsdingen;Helsdingse Achterweg 22;Helsdingse Achterweg;22;
37253;;133429;443501;5,073229422929;51,979495658188;B 26-27;B;26-27;;Helsdingen;;4133 NC;Utrecht;Vianen;Vianen;Helsdingse Achterweg 9;Helsdingse Achterweg;9;
30659;;135570;524521;5,099716104707;52,707741483533;Hauwert 95;Hauwert;95;;Hauwert;Nibbixwoud;1691 EC;Noord-Holland;Medemblik;Hauwert;Hauwert 95;Hauwert;95;
31365;;141183;399852;5,187830708399;51,587410119600;Kerkhovenstraat 11;Kerkhovenstraat;11;;Oisterwijk;;5061 PJ;Noord-Brabant;Oisterwijk;Oisterwijk;Kerkhovensestraat 29;Kerkhovensestraat;29;
516168;;149236;473314;5,302801606107;52,247843000487;Wakkerendijk 33;Wakkerendijk;33;;Eemnes;Eemnes;3755 ZG;Utrecht;Eemnes;Eemnes;N.v.t. 0;N.v.t.;0;
16108;;120630;429416;4,888347795492;51,852255528850;;;;;Giessen-Nieuwkerk;;3381 KJ;Zuid-Holland;Giessenlanden;Giessenburg;Kerkweg 1;Kerkweg;1;
16109;;120603;429417;4,887955825433;51,852262851661;;;;;Giessen-Nieuwkerk;;3381 KJ;Zuid-Holland;Giessenlanden;Giessenburg;Kerkweg 1A;Kerkweg;1;A
35149;;117153;565236;4,822514208320;53,072639828142;54;;54;;;;1793 AG;Noord-Holland;Texel;De Waal;Hogereind 22;Hogereind;22;
30651;;123350;432715;4,927522620141;51,882068251473;Overslingeland 8;Overslingeland;8;;Noordeloos;Giessenlanden;4225 NJ;Zuid-Holland;Giessenlanden;Noordeloos;Overslingeland 8;Overslingeland;8;
30652;;123350;432715;4,927522620141;51,882068251473;Overslingeland 8I;Overslingeland;8;I;Noordeloos;Giessenlanden;4225 NJ;Zuid-Holland;Giessenlanden;Noordeloos;Overslingeland 8;Overslingeland;8
9404;;76319;431156;4,244897984765;51,863399654119;Toldam 1;Toldam;1;;;;3218 AV;Zuid-Holland;Bernisse;Heenvliet;Stationsweg 1;Stationsweg;1
30709;;132817;528379;5,058723565664;52,742306920690;K;K;;;;;1676 GG;Noord-Holland;Medemblik;Twisk;Dorpsweg 108;Dorpsweg;108
30819;;166383;387511;5,551050371965;51,476536057844;Berg F 121;Berg;F 121;;Nuenen;Nuenen, Gerwen en Nederwetten;5671 CC;Noord-Brabant;Nuenen, Gerwen en Nederwetten;Nuenen;Berg 26;Berg;26
12171;;84031;447615;4,353445078508;52,012352993258;2a-b-c-d;;2;a-b-c-d;;;2611 HS;Zuid-Holland;Delft;Delft;Schoolstraat 4;Schoolstraat;4
12171;;84031;447615;4,353445078508;52,012352993258;Phoenixstraat 50a;Phoenixstraat;50;a;;;2611 HS;Zuid-Holland;Delft;Delft;Schoolstraat 4;Schoolstraat;4
12167;;85072;445454;4,369047484408;51,993064279915;Jaagpad 18;Jaagpad;18;;;;2627 BL;Zuid-Holland;Delft;Delft;Schiekade 2;Schiekade;2
9390;;76252;431179;4,243920201839;51,863596887476;Markt 35;Markt;35;;Heenvliet;Bernisse;3218 AM;Zuid-Holland;Bernisse;Heenvliet;Markt 9;Markt;9
9388;;76270;431171;4,244183306173;51,863527536069;Markt 33;Markt;33;;Heenvliet;Bernisse;3218 AM;Zuid-Holland;Bernisse;Heenvliet;Markt 7;Markt;7
11927;;84636;447432;4,362293964071;52,010785434443;Molslaan 48;Molslaan;48;;;Delft;2611 RP;Zuid-Holland;Delft;Delft;Molslaan 104;Molslaan;104
33390;;79869;445761;4,293236956378;51,995143469300;'t Woudt 3;'t Woudt;3;;'t Woudt;Schipluiden;2636 HD;Zuid-Holland;Midden-Delfland;Schipluiden;'t Woudt 9;'t Woudt;9
32112;;119181;446808;4,865505770519;52,008482475710;14;;14;;;;3421 GA;Utrecht;Oudewater;Hoenkoop;Hoenkoopse Buurtweg 27;Hoenkoopse Buurtweg;27
32058;;119675;448426;4,872533561680;52,023056454273;Markt 213/210;Markt;213/210;;;;3421 AE;Utrecht;Oudewater;Oudewater;Markt-Oostzijde 4;Markt-Oostzijde;4
32057;;119680;448410;4,872608057938;52,022912967463;Markt 214/210a;Markt;214/210a;;;;3421 AE;Utrecht;Oudewater;Oudewater;Markt-Oostzijde 2;Markt-Oostzijde;2
33386;;82588;440519;4,333927597214;51,948395214634;;;;;Zouteveen;;2636 EA;Zuid-Holland;Midden-Delfland;Schipluiden;Willemsoordseweg 5;Willemsoordseweg;5
32114;;116184;445895;4,821960421068;52,000075097791;Buurtweg 44;Buurtweg;44;;;;3421 GC;Utrecht;Oudewater;Hoenkoop;Hoenkoopse Buurtweg 87;Hoenkoopse Buurtweg;87
33414;;257812;519914;6,906747797202;52,656974511714;De Vos van Steenwijklaan 11;De Vos van Steenwijklaan;11;;;;7761 PS;Drenthe;Emmen;Schoonebeek;Oostersebos 11;Oostersebos;11;
393996;;257812;519914;6,906747797202;52,656974511714;De Vos van Steenwijklaan 11BY;De Vos van Steenwijklaan;11;BY;;;7761 PS;Drenthe;Emmen;Schoonebeek;Oostersebos 11;Oostersebos;11;
9398;;76312;431211;4,244783831899;51,863892943367;50;;50;;;;3218 AM;Zuid-Holland;Bernisse;Heenvliet;Markt 16;Markt;16;
33415;;257877;519898;6,907703187760;52,656818481635;De Vos van Steenwijklaan 13;De Vos van Steenwijklaan;13;;;;7761 PS;Drenthe;Emmen;Schoonebeek;Oostersebos 13;Oostersebos;13;
33412;;257916;519888;6,908276294452;52,656721266148;De Vos van Steenwijklaan 4;De Vos van Steenwijklaan;4;;;;7761 PS;Drenthe;Emmen;Schoonebeek;Oostersebos 4;Oostersebos;4;
393994;;257916;519888;6,908276294452;52,656721266148;De Vos van Steenwijklaan 4BY;De Vos van Steenwijklaan;4;BY;;;7761 PS;Drenthe;Emmen;Schoonebeek;Oostersebos 4;Oostersebos;4;
35023;;49741;368750;3,877915107655;51,298232207922;;;;;Axel;;4539 PA;Zeeland;Terneuzen;Spui;Spui 23;Spui;23;
522536;;76258;431208;4,244000675553;51,863858354474;Markt 11;Markt;11;;;;3218 AM;Zuid-Holland;Bernisse;Heenvliet;Markt 10;Markt;10;
33786;;253615;526559;6,846719316497;52,717453300377;Industrieweg 15;Industrieweg;15;;Veenoord;Sleen;7844 NV;Drenthe;Emmen;Veenoord;Industrieweg 15;Industrieweg;15;
33402;;254617;521233;6,859938571401;52,669419168176;Linthorst Homanlaan 13;Linthorst Homanlaan;13;;Schoonebeek;Emmen;7761 PE;Drenthe;Emmen;Schoonebeek;Westersebos 13;Westersebos;13;
2987;;121714;487041;4,898450241734;52,370238428839;;;;;;;1011 JZ;Noord-Holland;Amsterdam;Amsterdam;Kloveniersburgwal 57;Kloveniersburgwal;57;
3716;;122181;486737;4,905336867228;52,367534392505;Rapenburgerstraat 197;Rapenburgerstraat;197;;;;1011 RD;Noord-Holland;Amsterdam;Amsterdam;Mr. Visserplein 3;Mr. Visserplein;3;
2994;;121669;486957;4,897797837431;52,369480766239;79;;79;;;;1011 KA;Noord-Holland;Amsterdam;Amsterdam;Kloveniersburgwal 79A;Kloveniersburgwal;79;A
2995;;121669;486957;4,897797837431;52,369480766239;81;;81;;;;1011 KA;Noord-Holland;Amsterdam;Amsterdam;Kloveniersburgwal 79A;Kloveniersburgwal;79;A
2993;;121675;486966;4,897885041480;52,369562016067;77;;77;;;;1011 KA;Noord-Holland;Amsterdam;Amsterdam;Kloveniersburgwal 77A;Kloveniersburgwal;77;A
2028;;121934;486997;4,901684822244;52,369856277534;Jodenhouttuinen 1;Jodenhouttuinen;1;;;;1011 NG;Noord-Holland;Amsterdam;Amsterdam;Jodenbreestraat 1;Jodenbreestraat;1;
3107;;121957;487279;4,901994806214;52,372392081445;27;;27;;;;1011 ET;Noord-Holland;Amsterdam;Amsterdam;Koningsstraat 27A;Koningsstraat;27;A
16544;;126722;426795;4,976980718756;51,829039860891;Appeldijk 27;Appeldijk;27;;Gorinchem;Gorinchem;4201 AE;Zuid-Holland;Gorinchem;Gorinchem;Appeldijk 25;Appeldijk;25;
16577;;126481;426937;4,973472965271;51,830303912706;Gasthuisstraat 47A;Gasthuisstraat;47;A;Gorinchem;Gorinchem;4201 JN;Zuid-Holland;Gorinchem;Gorinchem;Gasthuisstraat 47;Gasthuisstraat;47;
16579;;126460;426942;4,973167909906;51,830347779598;Gasthuisstraat 57;Gasthuisstraat;57;;Gorinchem;Gorinchem;4201 JN;Zuid-Holland;Gorinchem;Gorinchem;Gasthuisstraat 53;Gasthuisstraat;53;
16579;;126460;426942;4,973167909906;51,830347779598;Gasthuisstraat 55;Gasthuisstraat;55;;Gorinchem;Gorinchem;4201 JN;Zuid-Holland;Gorinchem;Gorinchem;Gasthuisstraat 53;Gasthuisstraat;53;
16664;;126540;426696;4,974348707871;51,828140777847;molenstraat 38a;molenstraat;38;a;gorinchem;gorinchem;4201 CZ;Zuid-Holland;Gorinchem;Gorinchem;Molenstraat 38;Molenstraat;38;
16664;;126540;426696;4,974348707871;51,828140777847;molenstraat 38b;molenstraat;38;b;gorinchem;gorinchem;4201 CZ;Zuid-Holland;Gorinchem;Gorinchem;Molenstraat 38;Molenstraat;38;
16596;;126428;426982;4,972700385818;51,830705668117;haarstraat 9;haarstraat;9;;gorinchem;gorinchem;4201 JA;Zuid-Holland;Gorinchem;Gorinchem;Haarstraat 7;Haarstraat;7;
16596;;126428;426982;4,972700385818;51,830705668117;haarstraat 11;haarstraat;11;;gorinchem;gorinchem;4201 JA;Zuid-Holland;Gorinchem;Gorinchem;Haarstraat 7;Haarstraat;7;
16699;;126462;426898;4,973200556234;51,829952402728;gasthuisstraat 49;gasthuisstraat;49;;gorinchem;gorinchem;4201 EG;Zuid-Holland;Gorinchem;Gorinchem;Achter de Kerk 4;Achter de Kerk;4;
16581;;126518;426951;4,974008562813;51,830431637224;gasthuisstraat d 42;gasthuisstraat;d 42;;gorinchem;gorichem;4201 JP;Zuid-Holland;Gorinchem;Gorinchem;Gasthuisstraat 30;Gasthuisstraat;30;
16581;;126518;426951;4,974008562813;51,830431637224;gasthuisstraat d 522;gasthuisstraat;d 522;;gorinchem;gorinchem;4201 JP;Zuid-Holland;Gorinchem;Gorinchem;Gasthuisstraat 30;Gasthuisstraat;30;
16640;;126636;426743;4,975737436492;51,828568110549;Langendijk 70-72-74;Langendijk;70-72-74;;Gorinchem;Gorinchem;4201 CJ;Zuid-Holland;Gorinchem;Gorinchem;Langendijk 70;Langendijk;70;
30328;;197221;363424;5,992048527762;51,258567087617;bergestraat 291;bergestraat;291;;neer;roggel en neer;6086 BN;Limburg;Leudal;Neer;Friedesemolen 2;Friedesemolen;2;
11512;;251133;519723;6,808008143076;52,656478852714;Weijerswold 79;Weijerswold;79;;Coevorden;Coevorden;7742 PJ;Drenthe;Coevorden;Coevorden;Weijerswold 8;Weijerswold;8;
46559;;251261;519723;6,809899365395;52,656456234533;Weijerswold 82-83;Weijerswold;82-83;;Coevorden;Coevorden;7742 PJ;Drenthe;Coevorden;Coevorden;Weijerswold 14;Weijerswold;14;
11510;;253843;520221;6,848197089208;52,660467895972;Padhuis 122;Padhuis;122;;Coevorden;Coevorden;7742 PL;Drenthe;Coevorden;Coevorden;Padhuis Europaweg 62;Padhuis Europaweg;62
11511;;253843;520221;6,848197089208;52,660467895972;Padhuis 123;Padhuis;123;;Coevorden;Coevorden;7742 PL;Drenthe;Coevorden;Coevorden;Padhuis Europaweg 62;Padhuis Europaweg;62
46557;;251811;519708;6,818021299247;52,656223934165;Weijerswold 100;Weijerswold;100;;Coevorden;Coevorden;7742 PR;Drenthe;Coevorden;Coevorden;Vlieghuis Europaweg 30;Vlieghuis Europaweg;30
6895;;19306;366747;3,442491477445;51,273762527565;weststraat 73;weststraat;73;;aardenburg;sluis-aardenburg;4527 BS;Zeeland;Sluis;Aardenburg;Weststraat 85;Weststraat;85
33969;;14116;371372;3,366318965850;51,314048248789;St. Anna ter Muiden A46 - A47;St. Anna ter Muiden;A46 - A47;;St. Anna ter Muiden;Sluis;4524 JM;Zeeland;Sluis;Sint Anna ter Muiden;Singel 6;Singel;6
33950;;13949;371422;3,363905007762;51,314455874148;St. Anna ter Muiden 8b en 9;St. Anna ter Muiden;8b en 9;;St. Anna ter Muiden;Sluis;4524 JR;Zeeland;Sluis;Sint Anna ter Muiden;Marktplein 4;Marktplein;4
33953;;13938;371440;3,363740155478;51,314614848927;St. Anna ter Muiden A7;St. Anna ter Muiden;A7;;St. Anna ter Muiden;Sluis;4524 JR;Zeeland;Sluis;Sint Anna ter Muiden;Marktplein 8;Marktplein;8
33959;;13979;371428;3,364332700721;51,314517253443;St. Anna ter Muiden A30;St. Anna ter Muiden;A30;;St. Anna ter Muiden;Sluis;4524 JR;Zeeland;Sluis;Sint Anna ter Muiden;Marktplein 14;Marktplein;14
33960;;13984;371388;3,364420279750;51,314159130698;St. Anna ter Muiden A24;St. Anna ter Muiden;A24;;St. Anna ter Muiden;Sluis;4524 JR;Zeeland;Sluis;Sint Anna ter Muiden;Marktplein 16;Marktplein;16
33947;;13962;371395;3,364102108536;51,314216539558;Sint Anna ter Muiden A11;Sint Anna ter Muiden;A11;;Sint Anna ter Muiden;Sluis;4524 JR;Zeeland;Sluis;Sint Anna ter Muiden;Marktplein 1;Marktplein;1
33948;;13953;371408;3,363967917463;51,314331091915;Sint Anna ter Muiden A10;Sint Anna ter Muiden;A10;;Sint Anna ter Muiden;Sluis;4524 JR;Zeeland;Sluis;Sint Anna ter Muiden;Marktplein 2;Marktplein;2
33955;;13948;371456;3,363877153819;51,314761087929;Sint Annaplein A25;Sint Annaplein;A25;;Sint Anna ter Muiden;Sluis;4524 JR;Zeeland;Sluis;Sint Anna ter Muiden;Marktplein 10;Marktplein;10
31547;;27410;371667;3,556808657057;51,319851298827;Goudenpolder B 6;Goudenpolder;B 6;;Ijzendijke;;4508 NW;Zeeland;Sluis;IJzendijke;Turkeijeweg 1;Turkeijeweg;1
33971;;14118;371430;3,366324605483;51,314569831003;St. Anna ter Muiden A49;St. Anna ter Muiden;A49;;St. Anna ter Muiden;Sluis;4524 JM;Zeeland;Sluis;Sint Anna ter Muiden;Singel 13;Singel;13
33943;;14632;372194;3,373390985291;51,321561477926;Sint Anna ter Muiden A62;Sint Anna ter Muiden;A62;;Sint Anna ter Muiden;Sluis;4524 JT;Zeeland;Sluis;Sint Anna ter Muiden;Graafjansdijk 7;Graafjansdijk;7
33933;;14021;371361;3,364961434977;51,313925772458;St. Anna ter Muiden A33;St. Anna ter Muiden;A33;;St. Anna ter Muiden;Sluis;4524 JP;Zeeland;Sluis;Sint Anna ter Muiden;Anworpstraat 2;Anworpstraat;2
33935;;14078;371382;3,365770232759;51,314128632818;St. Anna ter Muiden A35;St. Anna ter Muiden;A35;;St. Anna ter Muiden;Sluis;4524 JP;Zeeland;Sluis;Sint Anna ter Muiden;Anworpstraat 8;Anworpstraat;8
33936;;14088;371391;3,365910016499;51,314211979966;Sint Anna ter Muiden A36;Sint Anna ter Muiden;A36;;Sint Anna ter Muiden;Sluis;4524 JP;Zeeland;Sluis;Sint Anna ter Muiden;Anworpstraat 10;Anworpstraat;10
33940;;14098;371526;3,365999757206;51,315427337878;Sint Anna ter Muiden A58;Sint Anna ter Muiden;A58;;Sint Anna ter Muiden;Sluis;4524 JN;Zeeland;Sluis;Sint Anna ter Muiden;Jonkvrouw Geilstraat 8;Jonkvrouw Geilstraat;8
33941;;14128;371534;3,366426667953;51,315506677970;Sint Anna ter Muiden A56;Sint Anna ter Muiden;A56;;Sint Anna ter Muiden;Sluis;4524 JN;Zeeland;Sluis;Sint Anna ter Muiden;Jonkvrouw Geilstraat 10;Jonkvrouw Geilstraat;10
33942;;14151;371538;3,366754814219;51,315548337991;Sint Anna ter Muiden A54;Sint Anna ter Muiden;A54;;Sint Anna ter Muiden;Sluis;4524 JN;Zeeland;Sluis;Sint Anna ter Muiden;Jonkvrouw Geilstraat 12;Jonkvrouw Geilstraat;12
33934;;14027;371364;3,365046257545;51,313954219240;Sint Anna ter Muiden A34;Sint Anna ter Muiden;A34;;Sint Anna ter Muiden;Sluis;4524 JP;Zeeland;Sluis;Sint Anna ter Muiden;Anworpstraat 4;Anworpstraat;4
6897;;19575;366772;3,446335045302;51,274051482597;Weststraat 395;Weststraat;395;;;;4527 BT;Zeeland;Sluis;Aardenburg;Weststraat 24;Weststraat;24
41531;;243278;533564;6,695648258692;52,782169906464;C47;;C47;;Meppen;Zweeloo;7855 PR;Drenthe;Coevorden;Meppen;Middendorpsstraat 2;Middendorpsstraat;2
11636;;251294;524517;6,811782989668;52,699522964210;Dalerveen 20;Dalerveen;20;;Dalerveen;;7755 NA;Drenthe;Coevorden;Dalerveen;De Lichtenburg 7;De Lichtenburg;7
11637;;246903;527112;6,747562879601;52,723598481470;Wachtum 78;Wachtum;78;;Wachtum;Dalen;7754 MB;Drenthe;Coevorden;Wachtum;Middendorp 6;Middendorp;6
44562;;247421;524579;6,754519039505;52,700752168031;Meulenpad;Meulenpad;;;;;7751 CG;Drenthe;Coevorden;Dalen;Molenwijk 8;Molenwijk;8
41183;;210506;461997;6,198086667497;52,143368659079;Halterstraat 20-22;Halterstraat;20-22;;;;7201 NA;Gelderland;Zutphen;Zutphen;Dieserstraat 11;Dieserstraat;11
