rijksnr;Monumentnaam;X_COORD RD;Y_COORD RD;X_WGS84;Y_WGS84;Historisch adres;historisch straatnaam;historisch huisnummer;historische toevoegingen;historische plaatsnaam;historische gemeentenaam;postcode;provincie;gemeente;plaatsnaam;nieuw adres;straat;huisnummer;toevoeging
26611;;77186;437706;4,256003280001;51,922385355904;Dr. Kuypersvliet 25;Dr. Kuypersvliet;25;;Maassluis;Maassluis;3142 GC;Zuid-Holland;Maassluis;Maassluis;Dr. Kuyperkade 25;Dr. Kuyperkade;25;
12872;De Korenbloem;206820;440352;6,140959616344;51,949193319108;Oude Doetinchemseweg 2;Oude Doetinchemseweg;2;;Loil;Didam;6941 DW;Gelderland;Montferland;Loil;Kloosterstraat 8;Kloosterstraat;8;
10340;;112524;400247;4,774266112633;51,589524646023;;;;;;;4811 WE;Noord-Brabant;Breda;Breda;Vismarktstraat 4;Vismarktstraat;4;
15965;;118353;412462;4,857092847119;51,699726309784;Koestraat 99 of 100;Koestraat;99 of 100;;Geertruidenberg;Geertruidenberg;4931 CT;Noord-Brabant;Geertruidenberg;Geertruidenberg;Koestraat 60;Koestraat;60;
14643;;164457;381581;5,523167813762;51,423269027323;Rielse Dijk 2;Rielse Dijk;2;;Riel;Eindhoven;5647 LB;Noord-Brabant;Eindhoven;Riel;Riel 2;Riel;2;
15948;Het Schippershuys;118771;412655;4,863118993442;51,701488229672;42;;42;;;;4931 BB;Noord-Brabant;Geertruidenberg;Geertruidenberg;Dordtsestraat 28;Dordtsestraat;28;
30492;;116127;398150;4,826488353401;51,570937222686;Nieuwe Bredaseweg 6;Nieuwe Bredaseweg;6;;;Nieuw-Ginneken;4854 NB;Noord-Brabant;Breda;Bavel;Dorstseweg 4A;Dorstseweg;4;A
30492;;116127;398150;4,826488353401;51,570937222686;Dorstseweg 6;Dorstseweg;6;;;Nieuw-Ginneken;4854 NB;Noord-Brabant;Breda;Bavel;Dorstseweg 4A;Dorstseweg;4;A
14637;;158374;388002;5,435771926699;51,481054542496;Rijksweg 's-Hertogenbosch-Eindhoven;Rijksweg 's-Hertogenbosch-Eindhoven;;;;;5627 AE;Noord-Brabant;Eindhoven;Eindhoven;Boschdijk 1006;Boschdijk;1006;
14652;De Kaalhoef;159360;389272;5,449981804481;51,492463331407;De Hoevenstraat 17;De Hoevenstraat;17;;Eindhoven;;5627 MX;Noord-Brabant;Eindhoven;Eindhoven;Abbevillelaan 17;Abbevillelaan;17;
14652;De Kaalhoef;159360;389272;5,449981804481;51,492463331407;De Hoeven 17;De Hoeven;17;;Woensel;;5627 MX;Noord-Brabant;Eindhoven;Eindhoven;Abbevillelaan 17;Abbevillelaan;17;
10350;;110337;395046;4,743372341135;51,542607717149;Tweegelandenbrugweg 16;Tweegelandenbrugweg;16;;;;4836 BD;Noord-Brabant;Breda;Breda;Overaseweg 204;Overaseweg;204;
15995;;118525;412585;4,859567879278;51,700843086007;58;;58;;;;4931 BT;Noord-Brabant;Geertruidenberg;Geertruidenberg;Markt 52;Markt;52;
35142;;115599;401820;4,818459482515;51,603887221454;Moleneind 6;Moleneind;6;;Teteringen;Teteringen;4847 CH;Noord-Brabant;Breda;Teteringen;Moleneind 25;Moleneind;25;
10266;;112525;399947;4,774316958782;51,586828273219;25;;25;;;;4811 WV;Noord-Brabant;Breda;Breda;Nieuwstraat 23;Nieuwstraat;23;
15989;;118573;412562;4,860264609751;51,700639482792;Markt 50;Markt;50;;Geertruidenberg;Geertruidenberg;4931 BT;Noord-Brabant;Geertruidenberg;Geertruidenberg;Markt 34;Markt;34
16016;;118697;412599;4,862054407546;51,700980098703;Dordtsestraat 34;Dordtsestraat;34;;;;4931 AZ;Noord-Brabant;Geertruidenberg;Geertruidenberg;Vismarktstraat 5;Vismarktstraat;5
15986;De Swaen;118595;412561;4,860582944065;51,700631925440;Markt 47;Markt;47;;Geertruidenberg;Geertruidenberg;4931 BS;Noord-Brabant;Geertruidenberg;Geertruidenberg;Markt 28;Markt;28
10417;;110370;398034;4,743467520789;51,569466906777;Rijsbergseweg 5-7;Rijsbergseweg;5-7;;Princenhage;;4812 PB;Noord-Brabant;Breda;Breda;Mastbosstraat 157;Mastbosstraat;157
15985;In den Wingaert;118599;412559;4,860641013245;51,700614209145;Markt 46;Markt;46;;Geertruidenberg;Geertruidenberg;4931 BS;Noord-Brabant;Geertruidenberg;Geertruidenberg;Markt 26;Markt;26
10317;;112834;400150;4,778750909795;51,588676150874;Veemarkt;Veemarkt;;;;;4811 ZC;Noord-Brabant;Breda;Breda;Veemarktstraat 41;Veemarktstraat;41
15975;;118563;412629;4,860112943060;51,701241039856;Markt 22;Markt;22;;Geertruidenberg;Geertruidenberg;4931 BR;Noord-Brabant;Geertruidenberg;Geertruidenberg;Markt 27;Markt;27
15964;;118357;412467;4,857150179292;51,699771512426;99;;99;;;;4931 CT;Noord-Brabant;Geertruidenberg;Geertruidenberg;Koestraat 58;Koestraat;58
519031;;112348;400102;4,771744219703;51,588208026286;Brugstraat;Brugstraat;;;;;4811 WN;Noord-Brabant;Breda;Breda;Tolbrugstraat 17;Tolbrugstraat;17
15992;De Roos;118539;412581;4,859770809154;51,700808045139;Markt 56;Markt;56;;Geertruidenberg;Geertruidenberg;4931 BT;Noord-Brabant;Geertruidenberg;Geertruidenberg;Markt 46;Markt;46
16018;De Ossekop;118734;412601;4,862589407698;51,701000472776;Dordtsestraat 23;Dordtsestraat;23;;;;4931 AZ;Noord-Brabant;Geertruidenberg;Geertruidenberg;Vismarktstraat 24;Vismarktstraat;24
16015;De Posthoorn;118680;412611;4,861807248184;51,701086854351;Dortschestraat 41;Dortschestraat;41;;;;4931 AZ;Noord-Brabant;Geertruidenberg;Geertruidenberg;Vismarktstraat 4;Vismarktstraat;4
16014;;118664;412611;4,861575806096;51,701085816254;Dordtsestraat 41;Dordtsestraat;41;;;;4931 AZ;Noord-Brabant;Geertruidenberg;Geertruidenberg;Vismarktstraat 2;Vismarktstraat;2
16014;;118664;412611;4,861575806096;51,701085816254;Dordtsestraat 39-41;Dordtsestraat;39-41;;;;4931 AZ;Noord-Brabant;Geertruidenberg;Geertruidenberg;Vismarktstraat 2;Vismarktstraat;2
15998;;118486;412645;4,858997445337;51,701379834474;Markt 110;Markt;110;;;;4931 BM;Noord-Brabant;Geertruidenberg;Geertruidenberg;Venestraat 1;Venestraat;1
15998;;118486;412645;4,858997445337;51,701379834474;Markt 109;Markt;109;;;;4931 BM;Noord-Brabant;Geertruidenberg;Geertruidenberg;Venestraat 1;Venestraat;1
21367;;213194;494584;6,242972301791;52,435948040740;22;;22;;;;8141 GH;Overijssel;Raalte;Heino;Vlaminckhorstweg 38;Vlaminckhorstweg;38
25954;;122589;452761;4,914576842968;52,062196658059;Dorpstraat 6;Dorpstraat;6;;Linschoten;Linschoten;3461 CS;Utrecht;Montfoort;Linschoten;Dorpstraat 4;Dorpstraat;4
25955;;122604;452753;4,914796328887;52,062125632685;Dorpstraat 8-9;Dorpstraat;8-9;;Linschoten;Linschoten;3461 CS;Utrecht;Montfoort;Linschoten;Dorpstraat 8;Dorpstraat;8
29491;;31601;391525;3,609963775841;51,499208756935;L 171;;L 171;;;;4331 PH;Zeeland;Middelburg;Middelburg;Simpelhuisstraat 10;Simpelhuisstraat;10
29492;;31586;391512;3,609752404167;51,499088662792;L 172;;L 172;;;;4331 PH;Zeeland;Middelburg;Middelburg;Simpelhuisstraat 12;Simpelhuisstraat;12
29478;;31154;391560;3,603516548626;51,499425102314;Q 297;;Q 297;;;;4331 RD;Zeeland;Middelburg;Middelburg;Seisbolwerk 26;Seisbolwerk;26
29735;Welgelegen;31425;393778;3,606637552094;51,519413640844;232;;232;;;;4333 KK;Zeeland;Middelburg;Sint Laurens;Noordweg 402;Noordweg;402
28889;;31648;391299;3,610719692451;51,497188412096;Lange Gortstraat I 332;Lange Gortstraat;I 332;;;;4331 LB;Zeeland;Middelburg;Middelburg;Gortstraat 47;Gortstraat;47
28899;;31674;391233;3,611117122492;51,496601087011;Lange Gortstraat I 321;Lange Gortstraat;I 321;;;;4331 LB;Zeeland;Middelburg;Middelburg;Gortstraat 73;Gortstraat;73
28894;;31663;391271;3,610945444424;51,496940113499;Lange Gortstraat I 326;Lange Gortstraat;I 326;;;;4331 LB;Zeeland;Middelburg;Middelburg;Gortstraat 59;Gortstraat;59
28900;;31675;391227;3,611133622523;51,496547395124;Lange Gortstraat I 320;Lange Gortstraat;I 320;;;;4331 LB;Zeeland;Middelburg;Middelburg;Gortstraat 75;Gortstraat;75
28901;;31677;391223;3,611163815757;51,496511892520;Lange Gortstraat I 319;Lange Gortstraat;I 319;;;;4331 LB;Zeeland;Middelburg;Middelburg;Gortstraat 77;Gortstraat;77
28892;;31659;391281;3,610884355194;51,497029088871;Lange Gortstraat I 3328;Lange Gortstraat;I 3;328;;;4331 LB;Zeeland;Middelburg;Middelburg;Gortstraat 55;Gortstraat;55
28902;;31620;391332;3,610305045135;51,497478787845;Lange Gortstraat K 16;Lange Gortstraat;K 16;;;;4331 LC;Zeeland;Middelburg;Middelburg;Gortstraat 22;Gortstraat;22
28904;;31624;391306;3,610371752180;51,497246050494;Lange Gortstraat K 20;Lange Gortstraat;K 20;;;;4331 LC;Zeeland;Middelburg;Middelburg;Gortstraat 32;Gortstraat;32
28903;;31606;391304;3,610113341552;51,497224136326;Lange Gortstraat K 19;Lange Gortstraat;K 19;;;;4331 LC;Zeeland;Middelburg;Middelburg;Gortstraat 30;Gortstraat;30
28906;;31640;391272;3,610614007127;51,496944060773;Lange Gortstraat K 24;Lange Gortstraat;K 24;;;;4331 LC;Zeeland;Middelburg;Middelburg;Gortstraat 40;Gortstraat;40
28913;;31655;391232;3,610843969297;51,496587940625;Lange Gortstraat K 33;Lange Gortstraat;K 33;;;;4331 LC;Zeeland;Middelburg;Middelburg;Gortstraat 58;Gortstraat;58
14684;;185370;495765;5,833933024970;52,448811140135;20;;20;;;;8081 EC;Gelderland;Elburg;Elburg;Beekstraat 18;Beekstraat;18
28921;;31630;391921;3,610242236330;51,502773227021;Heerengracht M 15;Heerengracht;M 15;;;;4331 PW;Zeeland;Middelburg;Middelburg;Herengracht 20;Herengracht;20
28922;;31627;391918;3,610200098904;51,502745614258;Heerengracht M16;Heerengracht;M16;;;;4331 PW;Zeeland;Middelburg;Middelburg;Herengracht 22;Herengracht;22
28923;;31624;391914;3,610158312630;51,502709016340;Heerengracht M 17;Heerengracht;M 17;;;;4331 PW;Zeeland;Middelburg;Middelburg;Herengracht 24;Herengracht;24
10431;;110356;401746;4,742792036207;51,602829693784;Gageldonk 15;Gageldonk;15;;;;4824 PP;Noord-Brabant;Breda;Gageldonk;Gageldonksepad 1;Gageldonksepad;1
17223;;179398;418852;5,740578772628;51,757828340686;Gasthuisstraat 6;Gasthuisstraat;6;;;;5361 HH;Noord-Brabant;Grave;Grave;Gasthuisstraat 46;Gasthuisstraat;46
20708;;156946;576461;5,416310778641;53,174832875126;4;;4;;;;8861 BK;Friesland;Harlingen;Harlingen;Voorstraat 4;Voorstraat;4
20708;;156946;576461;5,416310778641;53,174832875126;4a;;4;a;;;8861 BK;Friesland;Harlingen;Harlingen;Voorstraat 4;Voorstraat;4
28931;;31543;391753;3,609048727975;51,501244654826;Heerengracht M 35;Heerengracht;M 35;;;;4331 PX;Zeeland;Middelburg;Middelburg;Herengracht 72;Herengracht;72
29289;;32032;392122;3,615959462143;51,504667184358;164;;164;;;;4331 SG;Zeeland;Middelburg;Middelburg;Molenwater 97;Molenwater;97
29514;;32367;391824;3,620886647674;51,502062668600;Singelstraat 47-49;Singelstraat;47-49;;Middelburg;Middelburg;4331 ST;Zeeland;Middelburg;Middelburg;Singelstraat 45;Singelstraat;45
29049;;31382;391678;3,606757289698;51,500535446849;Achtergracht M 70;Achtergracht;M 70;;;;4331 RJ;Zeeland;Middelburg;Middelburg;Klein Vlaanderen 103;Klein Vlaanderen;103
25992;;127368;452141;4,984313926683;52,056883079930;Achthoven 11;Achthoven;11;;Linschoten;;3417 BW;Utrecht;Montfoort;Achthoven-West;Achthoven-West 10;Achthoven-West;10
17226;;179341;418847;5,739752857608;51,757785886071;Gasthuisstraat 16;Gasthuisstraat;16;;;;5361 HH;Noord-Brabant;Grave;Grave;Gasthuisstraat 62;Gasthuisstraat;62
29526;;32356;391813;3,620732122559;51,501961435709;Singelstraat 38-40;Singelstraat;38-40;;Middelburg;Middelburg;4331 SW;Zeeland;Middelburg;Middelburg;Singelstraat 70;Singelstraat;70
17257;;179348;419078;5,739870468967;51,759861875902;Kerkstraat 3;Kerkstraat;3;;;;5361 EW;Noord-Brabant;Grave;Grave;Hoofdwagt 3;Hoofdwagt;3
29526;;32356;391813;3,620732122559;51,501961435709;Schuitvlotstraat 14;Schuitvlotstraat;14;;Middelburg;Middelburg;4331 SW;Zeeland;Middelburg;Middelburg;Singelstraat 70;Singelstraat;70
29527;;32361;391810;3,620805153085;51,501935569235;Singelstraat 42;Singelstraat;42;;;;4331 SW;Zeeland;Middelburg;Middelburg;Singelstraat 72;Singelstraat;72
17260;;179386;418954;5,740412145596;51,758745670273;Klinkerstraat 9;Klinkerstraat;9;;;Grave;5361 GV;Noord-Brabant;Grave;Grave;Klinkerstraat 5;Klinkerstraat;5
17324;;179434;419031;5,741112799344;51,759435670769;32-32a;;32-32a;;;;5361 GR;Noord-Brabant;Grave;Grave;Rogstraat 44;Rogstraat;44
17325;;179440;419037;5,741200126964;51,759489337988;34;;34;;;;5361 GR;Noord-Brabant;Grave;Grave;Rogstraat 46;Rogstraat;46
17217;;179421;418934;5,740917671982;51,758564375316;Brugstraat 2;Brugstraat;2;;;;5361 GT;Noord-Brabant;Grave;Grave;Brugstraat 2;Brugstraat;2
17293;;179421;418934;5,740917671982;51,758564375316;Rogstraat 1;Rogstraat;1;;;;5361 GT;Noord-Brabant;Grave;Grave;Brugstraat 2;Brugstraat;2
511879;;114844;393620;4,808501822286;51,530130314965;Chaamseweg 14;Chaamseweg;14;;;;4858 RJ;Noord-Brabant;Alphen-Chaam;Ulvenhout;Luchtenburgseweg 1;Luchtenburgseweg;1
14121;;114800;450835;4,801227182379;52,044376018070;Westeinde 89;Westeinde;89;;;;3465 JB;Zuid-Holland;Bodegraven-Reeuwijk;Driebruggen;De Groendijck 2;De Groendijck;2
30061;Slot Montfoort (OHW);125005;450779;4,949980592295;52,044518756718;Om 't Hof 202;Om 't Hof;202;;Montfoort;;3417 JG;Utrecht;Montfoort;Montfoort;Kasteelplein 1;Kasteelplein;1
28848;;32036;391583;3,616205659181;51,499825055306;Sint-Pieterstraat 48-56;Sint-Pieterstraat;48-56;;Middelburg;Middelburg;4331 GC;Zeeland;Middelburg;Middelburg;Damplein 1;Damplein;1
30498;;113003;393421;4,781995844014;51,528207259645;;;;;Galder;;4856 AJ;Noord-Brabant;Alphen-Chaam;Ulvenhout;Daesdonckseweg 3;Daesdonckseweg;3
28866;;32054;391565;3,616471084160;51,499667252753;Korte Delft 12;Korte Delft;12;;;;4331 GD;Zeeland;Middelburg;Middelburg;Damplein 12;Damplein;12
28675;;31346;391300;3,606372016464;51,497131164534;Pottebakkerssingel;Pottebakkerssingel;;;;;4331 NJ;Zeeland;Middelburg;Middelburg;Achter de Houttuinen 30;Achter de Houttuinen;30
29730;;35551;390319;3,667238094467;51,489224174789;Rijksweg 49;Rijksweg;49;;Nieuw en St. Joosland;Middelburg;4330 AA;Zeeland;Middelburg;Middelburg;N.v.t. 0;N.v.t.;0
29730;;35551;390319;3,667238094467;51,489224174789;Rijksweg 91;Rijksweg;91;;Nieuw en St. Joosland;Middelburg;4330 AA;Zeeland;Middelburg;Middelburg;N.v.t. 0;N.v.t.;0
38451;;177415;362967;5,708289653131;51,255588802759;Ollemarkt A219;Ollemarkt;A219;;;;6001 ES;Limburg;Weert;Weert;Oelemarkt 11;Oelemarkt;11
28860;;32094;391662;3,617013000053;51,500547546211;Lange Giststraat 29;Lange Giststraat;29;;Middelburg;Middelburg;4331 GC;Zeeland;Middelburg;Middelburg;Damplein 29;Damplein;29
28861;;32094;391662;3,617013000053;51,500547546211;Lange Giststraat 29;Lange Giststraat;29;;Middelburg;Middelburg;4331 GC;Zeeland;Middelburg;Middelburg;Damplein 29;Damplein;29
38445;;177308;362704;5,706740427942;51,253229011809;Maasstraat 1;Maasstraat;1;;Weert;Weert;6001 EK;Limburg;Weert;Weert;Markt 2;Markt;2
29183;;31650;391659;3,610622138191;51,500423501889;L127;;L127;;;;4331 CB;Zeeland;Middelburg;Middelburg;Lange Noordstraat 39;Lange Noordstraat;39
28856;;32077;391644;3,616774559886;51,500382102288;;;;;;;4331 GC;Zeeland;Middelburg;Middelburg;Damplein 19;Damplein;19
520079;;145031;454240;5,241787114001;52,076348002231;Blikkenburgerlaan 2b-2c;Blikkenburgerlaan;2b-2c;;;;3703 CV;Utrecht;Zeist;Zeist;Blikkenburgerlaan 2;Blikkenburgerlaan;2
31711;;72255;414360;4,189921036130;51,711868674571;B 38;;B 38;;;;3255 LN;Zuid-Holland;Goeree-Overflakkee;Oude-Tonge;Oudelandsedijk 11;Oudelandsedijk;11
31700;;84112;410712;4,362201026190;51,680710389720;Havenkade 4;Havenkade;4;;;;3257 LH;Zuid-Holland;Goeree-Overflakkee;Ooltgensplaat;Havendijk 16;Havendijk;16
26282;;266461;474852;7,019517697556;52,250417054352;Hoofdstraat 1;Hoofdstraat;1;;Overdinkel;Losser;7586 BK;Overijssel;Losser;Overdinkel;Hoofdstraat 1;Hoofdstraat;1
26293;;265605;476219;7,007433965591;52,262871864558;Teylersstraat D 179;Teylersstraat;D 179;;Losser;Losser;7581 AH;Overijssel;Losser;Losser;Teylersstraat 4;Teylersstraat;4
511394;Beerschoten;142295;457388;5,201760517440;52,104586216933;Utrechtseweg 70;Utrechtseweg;70;;;;3732 HM;Utrecht;De Bilt;De Bilt;De Holle Bilt 2;De Holle Bilt;2
9570;;140914;457376;5,181603987046;52,104444952255;Steenstraat 70;Steenstraat;70;;;;3732 HK;Utrecht;De Bilt;De Bilt;Dorpsstraat vo Steenstraat 70;Dorpsstraat vo Steenstraat;70
9570;;140914;457376;5,181603987046;52,104444952255;Utrechtseweg 268;Utrechtseweg;268;;;;3732 HK;Utrecht;De Bilt;De Bilt;Dorpsstraat vo Steenstraat 70;Dorpsstraat vo Steenstraat;70
26516;De Kraai;137046;462221;5,124891685253;52,147879379854;Molenweg 6;Molenweg;6;;;;3615 AH;Utrecht;De Bilt;Westbroek;Westbroekse Molenweg 26;Westbroekse Molenweg;26;
